slots,handler,retail_address,audit_class,source_kind,source_path,source_line,native_generated_stub,native_authored_stub,direct_generated_stub_calls,direct_authored_stub_calls,mips_comparison,retail_size,current_size,relocation_checks,source_conditionals,source_markers,detail
FE2F,FieldScriptWriteActorFlags4,0x8008E054,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2603,False,False,,,code_mismatch,136,136,0,,,matching comparison: code_mismatch; relative=0x4 current=afb00010 retail=34040001 mask=ffffffff
FE30,func_8008E3E8,0x8008E3E8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2681,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE31,func_8008E414,0x8008E414,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2685,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE32,func_8008E440,0x8008E440,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2689,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE33,func_8008E46C,0x8008E46C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2693,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE34,func_8008E298,0x8008E298,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2665,False,False,,,match,84,84,4,,,normalized instructions and relocation targets match
FE35,func_8008E2EC,0x8008E2EC,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2669,False,False,,,match,84,84,4,,,normalized instructions and relocation targets match
FE36,func_8008E340,0x8008E340,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2673,False,False,,,match,84,84,4,,,normalized instructions and relocation targets match
FE37,func_8008E394,0x8008E394,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2677,False,False,,,match,84,84,4,,,normalized instructions and relocation targets match
FE38,FieldScriptWriteActorDistance,0x8008E1B4,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2634,False,False,,,match,228,228,9,FIELD_VM_AUDIT_MUTANT_DISTANCE_ZERO,,normalized instructions and relocation targets match
FE39,func_8008D230,0x8008D230,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2299,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FE3A,func_8008CED0,0x8008CED0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2211,False,False,,,match,108,108,6,,,normalized instructions and relocation targets match
FE3B,func_8008CE64,0x8008CE64,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2203,False,False,,,match,108,108,6,,,normalized instructions and relocation targets match
FE3C,func_8008B180,0x8008B180,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1487,False,False,,,code_mismatch,144,144,3,,,matching comparison: code_mismatch; relative=0x20 current=00408021 retail=34040003 mask=ffffffff
FE3D,func_8008AEC8,0x8008AEC8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1423,False,False,,,size_mismatch,272,280,0,,,matching comparison: size_mismatch; current=280 retail=272
FE3E,func_8008AFD8,0x8008AFD8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1445,False,False,,,code_mismatch,272,272,12,,,matching comparison: code_mismatch; relative=0x68 current=00028840 retail=00108040 mask=ffffffff
FE3F,func_8008B0E8,0x8008B0E8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1466,False,False,,,code_mismatch,92,92,7,,,matching comparison: code_mismatch; relative=0x30 current=3c040000 retail=3c030000 mask=ffff0000
FE40,func_80092148,0x80092148,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,209,False,False,,,code_mismatch,160,160,3,,,matching comparison: code_mismatch; relative=0x30 current=00402021 retail=3044ffff mask=ffffffff
FE41,FieldScriptPartyMemberRideGear,0x8009FC48,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,952,False,False,,,match,100,100,6,,,normalized instructions and relocation targets match
FE42,FieldScriptPartyMemberDisembarkGear,0x8009FCAC,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,962,False,False,,,match,100,100,6,,,normalized instructions and relocation targets match
FE43,func_8009B15C,0x8009B15C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1696,False,False,,,code_mismatch,40,40,0,,,matching comparison: code_mismatch; relative=0x0 current=3c020000 retail=3c030000 mask=ffff0000
FE44,func_8009B184,0x8009B184,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1710,False,False,,,match,140,140,17,,,normalized instructions and relocation targets match
FE45,func_8009A0FC,0x8009A0FC,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1189,False,False,,,match,52,52,4,,,normalized instructions and relocation targets match
FE46,func_8008AE5C,0x8008AE5C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1409,False,False,,,code_mismatch,108,108,2,,,matching comparison: code_mismatch; relative=0x8 current=3c020000 retail=3c030000 mask=ffff0000
FE47,func_8008B144,0x8008B144,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1475,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FE48,func_8008B518,0x8008B518,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1558,False,False,,,match,188,188,23,,,normalized instructions and relocation targets match
FE49,func_8008DAFC,0x8008DAFC,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2483,False,False,,,match,48,48,4,,,normalized instructions and relocation targets match
FE4A,func_8008ACE8,0x8008ACE8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1367,False,False,,,match,372,372,36,,,normalized instructions and relocation targets match
FE4B,func_8008A9AC,0x8008A9AC,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1279,False,False,,,match,180,180,17,,,normalized instructions and relocation targets match
FE4C,func_8008A974,0x8008A974,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1274,False,False,,,match,56,56,3,,,normalized instructions and relocation targets match
FE4D,func_8008A93C,0x8008A93C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1269,False,False,,,match,56,56,4,,,normalized instructions and relocation targets match
FE4E,func_8008AA60,0x8008AA60,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1292,False,False,,,match,108,108,9,,,normalized instructions and relocation targets match
FE4F,func_80093BB0,0x80093BB0,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,970,False,False,,,match,36,36,4,,,normalized instructions and relocation targets match
FE50,func_80093BD4,0x80093BD4,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,975,False,False,,,match,40,40,4,,,normalized instructions and relocation targets match
FE51,FieldScriptEnableCompass,0x80093BFC,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,980,False,False,,,match,36,36,4,,,normalized instructions and relocation targets match
FE52,FieldScriptDisableCompass,0x80093C20,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,985,False,False,,,match,40,40,4,,,normalized instructions and relocation targets match
FE53,func_80093AC8,0x80093AC8,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,940,False,False,,,match,72,72,10,,,normalized instructions and relocation targets match
FE54,func_80093B10,0x80093B10,PORT_OVERRIDE_UNPROVEN,c,src/field/main/misc11.c,948,False,False,,,match,160,160,19,XENO_PC_PORT,,native conditional body replaces retail fallback
FE55,func_80093740,0x80093740,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,838,False,False,,,match,80,80,14,,,normalized instructions and relocation targets match
FE56,func_80093930,0x80093930,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,896,False,False,,,size_mismatch,112,124,0,,,matching comparison: size_mismatch; current=124 retail=112
FE57,func_800937E0,0x800937E0,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,856,False,False,,,match,68,68,10,TITLE_CHAIN_MUTANT_FE57_WRONG_MENU,,normalized instructions and relocation targets match
FE58,func_80093824,0x80093824,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,869,False,False,,,match,100,100,13,,,normalized instructions and relocation targets match
FE59,func_800939A0,0x800939A0,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,907,False,False,,,match,100,100,13,,,normalized instructions and relocation targets match
FE5A,func_80093A04,0x80093A04,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,915,False,False,,,match,100,100,13,,,normalized instructions and relocation targets match
FE5B,func_8008B210,0x8008B210,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1499,False,False,,,match,56,56,3,,,normalized instructions and relocation targets match
FE5C,func_800A0FD8,0x800A0FD8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,1396,False,False,,,size_mismatch,908,844,0,,,matching comparison: size_mismatch; current=844 retail=908
FE5D,func_8008F6AC,0x8008F6AC,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3143,False,False,,,match,120,120,6,,,normalized instructions and relocation targets match
FE5E,func_8008F2D8,0x8008F2D8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3067,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
FE5F,func_8008F1C8,0x8008F1C8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3053,False,False,,,match,272,272,28,,,normalized instructions and relocation targets match
FE60,func_8008EC30,0x8008EC30,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2904,False,False,,,size_mismatch,484,476,0,TITLE_CHAIN_MUTANT_FE60_DROPS_CIRCLE_GATE,,matching comparison: size_mismatch; current=476 retail=484
FE61,func_8008E9F8,0x8008E9F8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2855,False,False,,,match,96,96,11,TITLE_CHAIN_MUTANT_FE61_NEVER_RELEASES,,normalized instructions and relocation targets match
FE62,func_8008F444,0x8008F444,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3093,False,False,,,match,92,92,5,,,normalized instructions and relocation targets match
FE63,func_8008F4A0,0x8008F4A0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3098,False,False,,,match,92,92,5,,,normalized instructions and relocation targets match
FE64,func_8008F5E4,0x8008F5E4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,3126,False,False,,,code_mismatch,132,132,2,,,matching comparison: code_mismatch; relative=0x28 current=12000007 retail=16000007 mask=ffffffff
FE65,func_8008F4FC,0x8008F4FC,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3103,False,False,,,match,92,92,5,,,normalized instructions and relocation targets match
FE66,func_8008F558,0x8008F558,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3108,False,False,,,match,140,140,7,,,normalized instructions and relocation targets match
FE67,func_8008EE14,0x8008EE14,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2967,False,False,,,size_mismatch,328,324,0,,,matching comparison: size_mismatch; current=324 retail=328
FE68,func_80092C20,0x80092C20,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,494,False,False,,,size_mismatch,476,472,0,,,matching comparison: size_mismatch; current=472 retail=476
FE69,func_8008A6E0,0x8008A6E0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1191,False,False,,,match,176,176,10,,,normalized instructions and relocation targets match
FE6A,func_8008A604,0x8008A604,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1173,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FE6B,func_8008A640,0x8008A640,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1178,False,False,,,match,160,160,7,,,normalized instructions and relocation targets match
FE6C,func_8008A5A0,0x8008A5A0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1164,False,False,,,match,100,100,7,,,normalized instructions and relocation targets match
FE6D,func_8008FB28,0x8008FB28,C_NONMATCHING_UNPROVEN,c,src/field/camera/camera_movement.c,69,False,False,,,code_mismatch,112,112,6,,,matching comparison: code_mismatch; relative=0x20 current=3c050000 retail=3c030000 mask=ffff0000
FE6E,func_8008FABC,0x8008FABC,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,59,False,False,,,match,108,108,11,,,normalized instructions and relocation targets match
FE6F,func_8008B45C,0x8008B45C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1548,False,False,,,size_mismatch,188,180,0,,,matching comparison: size_mismatch; current=180 retail=188
FE70,func_80089F54,0x80089F54,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1001,False,False,,,code_mismatch,64,64,3,,,matching comparison: code_mismatch; relative=0x18 current=00000000 retail=2442ff80 mask=ffffffff
FE71,func_8009899C,0x8009899C,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,576,False,False,,,match,84,84,6,,,normalized instructions and relocation targets match
FE72,func_800988B8,0x800988B8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,563,False,False,,,code_mismatch,228,228,18,,,matching comparison: code_mismatch; relative=0xac current=3205ffff retail=02002821 mask=ffffffff
FE73,func_8009861C,0x8009861C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,520,False,False,,,code_mismatch,284,284,21,,,matching comparison: code_mismatch; relative=0xc4 current=02132023 retail=02332023 mask=ffffffff
FE74,func_800985BC,0x800985BC,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,512,False,False,,,match,96,96,9,,,normalized instructions and relocation targets match
FE75,func_800989F0,0x800989F0,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,581,False,False,,,match,140,140,7,,,normalized instructions and relocation targets match
FE76,func_80098738,0x80098738,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,540,False,False,,,code_mismatch,384,384,31,,,matching comparison: code_mismatch; relative=0x11c current=02352023 retail=02552023 mask=ffffffff
FE77,func_8008A2E8,0x8008A2E8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1088,False,False,,,size_mismatch,504,508,0,,,matching comparison: size_mismatch; current=508 retail=504
FE78,func_8008A4F0,0x8008A4F0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1136,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE79,func_8008A4E8,0x8008A4E8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1135,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE7A,func_8008A4E0,0x8008A4E0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1134,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE7B,func_8008A518,0x8008A518,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1141,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE7C,func_8008A500,0x8008A500,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1138,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE7D,func_8008A508,0x8008A508,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1139,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE7E,func_8008A510,0x8008A510,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1140,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE7F,func_8008A244,0x8008A244,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1067,False,False,,,match,92,92,9,,,normalized instructions and relocation targets match
FE80,func_80089FD0,0x80089FD0,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1015,False,False,,,code_mismatch,188,188,23,,,matching comparison: code_mismatch; relative=0x90 current=3c040000 retail=3c030000 mask=ffff0000
FE81,func_8008A08C,0x8008A08C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1035,False,False,,,size_mismatch,188,180,0,,,matching comparison: size_mismatch; current=180 retail=188
FE82,func_8008A148,0x8008A148,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1048,False,False,,,size_mismatch,252,244,0,,,matching comparison: size_mismatch; current=244 retail=252
FE83,func_80092FB4,0x80092FB4,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,567,False,False,,,match,96,96,11,,,normalized instructions and relocation targets match
FE84,func_800933F8,0x800933F8,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,763,False,False,,,match,368,368,44,,,normalized instructions and relocation targets match
FE85,func_8008A2A0,0x8008A2A0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1078,False,False,,,match,72,72,6,,,normalized instructions and relocation targets match
FE86,func_80089F94,0x80089F94,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1008,False,False,,,match,60,60,6,,,normalized instructions and relocation targets match
FE87,func_800936E4,0x800936E4,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,824,False,False,,,match,92,92,9,,,normalized instructions and relocation targets match
FE88,func_80089BF0,0x80089BF0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,951,False,False,,,match,476,476,56,,,normalized instructions and relocation targets match
FE89,func_80089DCC,0x80089DCC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,970,False,False,,,code_mismatch,332,332,27,,,matching comparison: code_mismatch; relative=0xe8 current=14620008 retail=10620006 mask=ffffffff
FE8A,func_80089F18,0x80089F18,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,994,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FE8B,func_80089B54,0x80089B54,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,926,False,False,,,match,156,156,10,,,normalized instructions and relocation targets match
FE8C,func_8008F3D0,0x8008F3D0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3088,False,False,,,match,116,116,6,,,normalized instructions and relocation targets match
FE8D,func_8008F394,0x8008F394,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,3083,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FE8E,func_8008F348,0x8008F348,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3075,False,False,,,match,76,76,8,,,normalized instructions and relocation targets match
FE8F,func_80088790,0x80088790,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,641,False,False,,,size_mismatch,276,280,0,,,matching comparison: size_mismatch; current=280 retail=276
FE90,FieldScriptInitializeParticleBank,0x80089004,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,833,False,False,,,match,368,368,33,,,normalized instructions and relocation targets match
FE91,FieldScriptSetParticleBankPosition,0x80089174,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,848,False,False,,,match,512,512,50,,,normalized instructions and relocation targets match
FE92,FieldScriptSetParticleBankPhysics,0x80089374,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,859,False,False,,,match,512,512,50,,,normalized instructions and relocation targets match
FE93,FieldScriptSetParticleBankParameters,0x80089574,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,870,False,False,,,match,352,352,31,,,normalized instructions and relocation targets match
FE94,FieldScriptSetParticleBankScale,0x800896D4,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,886,False,False,,,match,428,428,40,,,normalized instructions and relocation targets match
FE95,FieldScriptSetParticleBankColor,0x80089880,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,897,False,False,,,match,512,512,50,,,normalized instructions and relocation targets match
FE96,FieldScriptParticlesInitialize,0x80089A80,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,908,False,False,,,match,100,100,11,,,normalized instructions and relocation targets match
FE97,FieldScriptStopParticleActor,0x80089AE4,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,916,False,False,,,match,112,112,13,,,normalized instructions and relocation targets match
FE98,func_800884CC,0x800884CC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,568,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FE99,func_8008848C,0x8008848C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,561,False,False,,,match,64,64,6,,,normalized instructions and relocation targets match
FE9A,func_8008F0B4,0x8008F0B4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,3025,False,False,,,size_mismatch,276,248,0,,,matching comparison: size_mismatch; current=248 retail=276
FE9B,func_8008EF5C,0x8008EF5C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2998,False,False,,,match,68,68,7,,,normalized instructions and relocation targets match
FE9C,func_8008EFA0,0x8008EFA0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3004,False,False,,,match,68,68,7,,,normalized instructions and relocation targets match
FE9D,func_8008F070,0x8008F070,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,3019,False,False,,,match,68,68,7,,,normalized instructions and relocation targets match
FE9E,func_8008EFE4,0x8008EFE4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,3010,False,False,,,size_mismatch,140,156,0,,,matching comparison: size_mismatch; current=156 retail=140
FE9F,func_800883D4,0x800883D4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,541,False,False,,,size_mismatch,184,156,0,,,matching comparison: size_mismatch; current=156 retail=184
FEA0,func_8008EA58,0x8008EA58,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2877,False,False,,,size_mismatch,472,456,0,,,matching comparison: size_mismatch; current=456 retail=472
FEA1,FieldScriptSetCharacterGear,0x80088360,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,535,False,False,,,match,116,116,6,,,normalized instructions and relocation targets match
FEA2,func_8008825C,0x8008825C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,514,False,False,,,match,92,92,9,,,normalized instructions and relocation targets match
FEA3,func_800881E8,0x800881E8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,500,False,False,,,code_mismatch,116,116,0,,,matching comparison: code_mismatch; relative=0x0 current=3c030000 retail=3c020000 mask=ffff0000
FEA4,func_80088198,0x80088198,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,485,False,False,,,code_mismatch,80,80,0,,,matching comparison: code_mismatch; relative=0x0 current=3c020000 retail=00002821 mask=ffff0000
FEA5,func_80088C1C,0x80088C1C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,791,False,False,,,size_mismatch,220,152,0,,,matching comparison: size_mismatch; current=152 retail=220
FEA6,func_800888A4,0x800888A4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,659,False,False,,,code_mismatch,280,280,0,,,matching comparison: code_mismatch; relative=0x0 current=27bdffd8 retail=27bdffe0 mask=ffffffff
FEA7,func_800889BC,0x800889BC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,698,False,False,,,size_mismatch,428,420,0,,,matching comparison: size_mismatch; current=420 retail=428
FEA8,FieldScriptWriteCurCameraTarget,0x80090A10,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,395,False,False,,,match,132,132,18,,,normalized instructions and relocation targets match
FEA9,FieldScriptWriteCurCameraPosition,0x80090A94,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,404,False,False,,,match,132,132,18,,,normalized instructions and relocation targets match
FEAA,func_8008DB2C,0x8008DB2C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2490,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FEAB,FieldScriptVMHandlerIncreasePartyGearHp,0x8008DC74,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2528,False,False,,,match,248,248,16,,,normalized instructions and relocation targets match
FEAC,FieldScriptVMHandlerDecreasePartyGearHp,0x8008DD6C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2545,False,False,,,match,248,248,16,,,normalized instructions and relocation targets match
FEAD,FieldScriptVMHandlerWritePartyMemberHp,0x80096B58,RETAIL_MIPS_MATCH,c,src/field/party/stats.c,75,False,False,,,match,232,232,18,,,normalized instructions and relocation targets match
FEAE,func_80096AF4,0x80096AF4,C_NONMATCHING_UNPROVEN,c,src/field/party/stats.c,67,False,False,,,code_mismatch,100,100,7,,,matching comparison: code_mismatch; relative=0x30 current=3c040000 retail=3c030000 mask=ffff0000
FEAF,func_8008800C,0x8008800C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,438,False,False,,,size_mismatch,396,420,0,,,matching comparison: size_mismatch; current=420 retail=396
FEB0,func_8008AACC,0x8008AACC,PORT_OVERRIDE_UNPROVEN,c,src/field/main/misc.c,1317,False,False,,,size_mismatch,540,520,0,XENO_PC_PORT,,native conditional body replaces retail fallback; current=520 retail=540
FEB1,func_80087FD4,0x80087FD4,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,433,False,False,,,match,56,56,3,,,normalized instructions and relocation targets match
FEB2,FieldScriptVMHandlerSetPartyMemberHp,0x80096D28,RETAIL_MIPS_MATCH,c,src/field/party/stats.c,96,False,False,,,match,248,248,17,,,normalized instructions and relocation targets match
FEB3,FieldScriptVMHandlerSetPartyMemberMp,0x80096E20,RETAIL_MIPS_MATCH,c,src/field/party/stats.c,112,False,False,,,match,248,248,17,,,normalized instructions and relocation targets match
FEB4,FieldScriptVMHandlerWritePartyMemberMp,0x80096C40,RETAIL_MIPS_MATCH,c,src/field/party/stats.c,85,False,False,,,match,232,232,18,,,normalized instructions and relocation targets match
FEB5,func_80087FA4,0x80087FA4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,428,False,False,,,size_mismatch,48,44,0,,,matching comparison: size_mismatch; current=44 retail=48
FEB6,func_80087E98,0x80087E98,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,400,False,False,,,size_mismatch,268,280,0,,,matching comparison: size_mismatch; current=280 retail=268
FEB7,func_80087E5C,0x80087E5C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,389,False,False,,,code_mismatch,60,60,1,,,matching comparison: code_mismatch; relative=0x10 current=3c040000 retail=3c030000 mask=ffff0000
FEB8,func_80087DE0,0x80087DE0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,377,False,False,,,match,124,124,12,,,normalized instructions and relocation targets match
FEB9,func_80087B5C,0x80087B5C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,330,False,False,,,size_mismatch,176,148,0,,,matching comparison: size_mismatch; current=148 retail=176
FEBA,func_80087C34,0x80087C34,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,350,False,False,,,size_mismatch,252,244,0,,,matching comparison: size_mismatch; current=244 retail=252
FEBB,func_80087D30,0x80087D30,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,364,False,False,,,match,80,80,6,,,normalized instructions and relocation targets match
FEBC,func_80087D80,0x80087D80,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,369,False,False,,,size_mismatch,96,104,0,,,matching comparison: size_mismatch; current=104 retail=96
FEBD,func_80088B68,0x80088B68,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,772,False,False,,,size_mismatch,180,160,0,,,matching comparison: size_mismatch; current=160 retail=180
FEBE,func_80087C0C,0x80087C0C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,345,False,False,,,match,40,40,4,,,normalized instructions and relocation targets match
FEBF,func_80087848,0x80087848,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,269,False,False,,,match,280,280,38,,,normalized instructions and relocation targets match
FEC0,func_80087800,0x80087800,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,253,False,False,,,match,72,72,6,,,normalized instructions and relocation targets match
FEC1,func_80088508,0x80088508,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,575,False,False,,,size_mismatch,276,280,0,,,matching comparison: size_mismatch; current=280 retail=276
FEC2,func_80088674,0x80088674,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,623,False,False,,,size_mismatch,284,288,0,,,matching comparison: size_mismatch; current=288 retail=284
